dotty, 3262, 2017-10-05T07:06:03Z, 1e90e31, 37342.171, Thu Oct  5 09:29:53 CEST 2017, 81122.409 44018.002 40321.238 38973.763 38926.770 38644.164 37664.021 37889.529 37848.189 37693.295 , 37957.848 37306.174 37613.019 37937.045 38282.654 37071.636 37389.010 37378.168 38985.591 36808.919 37100.871 37522.186 38010.096 36744.144 37109.193 37184.405 38282.233 36714.328 37259.036 37241.901
tests/exhaustivity-V.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 2473.767, Thu Oct  5 23:57:24 CEST 2017, 6532.245 3685.379 3150.134 2904.160 2937.310 2731.200 2682.815 2730.467 2854.600 2737.006 2659.658 2704.263 2673.986 2561.367 2630.128 2563.771 2558.507 2573.132 2551.095 2535.699 6506.364 3407.716 2809.235 2680.693 2672.574 2446.824 2444.095 2319.836 2302.843 2276.333 2267.007 2252.579 2244.386 2526.619 2268.449 2227.516 2220.807 2241.158 2284.397 2218.253 6595.214 3295.935 3386.865 2886.874 3048.954 2723.022 2877.079 2816.304 2704.242 2581.689 2604.124 2779.539 2713.376 2530.463 2528.785 2536.751 2548.018 2544.685 2507.639 2493.660 , 2540.259 2561.864 2563.196 2531.401 2547.643 2568.456 2540.184 2532.334 2565.353 2563.676 2615.651 2530.921 2521.549 2682.677 2556.061 2512.868 2505.630 2509.914 2513.346 2528.942 2503.514 2502.694 2512.416 2507.553 2508.367 2503.948 2496.913 2502.566 2512.778 2507.282 2509.024 2503.734 2518.204 2507.307 2542.122 2503.221 2527.465 2504.813 2536.267 2506.830 2210.709 2253.400 2201.832 2223.559 2228.658 2234.341 2244.664 2237.442 2255.662 2243.253 2221.971 2241.640 2245.351 2238.154 2235.322 2225.983 2214.079 2214.223 2214.748 2221.296 2209.462 2218.794 2219.348 2215.877 2218.925 2213.829 2215.069 2209.354 2206.358 2209.519 2218.666 2207.269 2213.302 2206.571 2224.062 2209.377 2212.205 2214.878 2207.117 2203.072 2499.062 2496.194 2494.931 2485.647 2492.580 2494.706 2487.398 2489.734 2474.186 2491.953 2478.642 2473.690 2469.569 2477.275 2477.468 2480.298 2468.541 2467.490 2492.462 2513.033 2473.844 2464.608 2477.736 2469.118 2460.357 2465.261 2474.979 2465.965 2473.295 2652.963 2472.621 2472.389 2460.167 2464.192 2463.924 2468.717 2468.525 2468.897 2470.794 2465.572
tests/implicitNums.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 797.176, Thu Oct  5 23:58:21 CEST 2017, 7667.234 3136.338 2275.283 1788.408 1351.357 1170.514 1063.662 1012.945 1174.333 889.855 , 841.215 930.281 942.539 823.801 803.007 790.699 794.938 805.678 816.916 825.065 831.456 797.813 779.300 787.503 781.863 784.157 785.931 778.209 781.134 796.539
dotty, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 35623.0095, Fri Oct  6 10:29:29 CEST 2017, 77515.647 42520.147 38299.182 37868.445 37406.188 37396.344 36051.452 36104.645 36398.661 36325.843 , 36426.478 36008.632 35905.052 36446.290 36890.175 35658.571 35678.528 35587.448 36673.824 35414.488 35365.321 35581.867 36645.104 35269.014 35437.779 35342.802 36503.659 35298.374 35315.732 35274.141
tests/scala-library, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 6316.4305, Fri Oct  6 10:33:13 CEST 2017, 23637.062 13345.743 9630.262 7743.350 7196.142 6845.311 6700.189 6661.466 6585.041 6576.084 , 6491.203 6539.800 6410.211 6440.451 6380.133 6287.894 6296.164 6299.964 6332.897 6280.765 6219.951 6535.536 6519.599 6272.791 6232.328 6474.443 6210.996 6220.826 6371.667 6254.193
tests/implicit_cache.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 120.185, Fri Oct  6 10:33:49 CEST 2017, 2829.611 700.441 556.569 366.202 375.411 357.215 284.011 220.819 212.240 155.828 , 139.477 133.021 131.576 126.413 124.737 126.801 121.621 123.128 120.697 119.673 121.825 115.768 117.808 114.611 116.168 114.082 112.673 116.419 117.178 117.838
tests/implicit-scope-loop.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 126.7755, Fri Oct  6 10:34:26 CEST 2017, 3127.520 550.948 594.464 486.803 358.936 260.224 201.569 219.179 190.685 185.277 , 156.078 135.510 135.707 132.592 129.117 137.499 127.538 136.412 122.214 126.510 127.041 129.721 121.945 119.550 123.098 119.394 118.427 117.086 116.276 118.504
tests/i1535.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 153.392, Fri Oct  6 10:35:03 CEST 2017, 3515.551 702.010 519.437 421.698 360.845 317.008 365.001 268.013 192.338 179.196 , 181.082 168.668 164.411 162.890 159.595 158.653 161.407 157.092 153.222 158.244 151.444 153.562 150.502 147.525 146.279 145.050 146.633 142.769 144.002 145.845
tests/i1687.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 99.598, Fri Oct  6 10:35:39 CEST 2017, 2801.781 587.127 408.756 352.775 286.191 218.152 222.853 172.862 130.294 117.105 , 110.306 107.756 107.100 105.953 113.027 111.383 100.696 102.578 99.674 99.522 97.165 98.121 98.116 95.803 97.893 95.223 101.026 95.884 98.117 94.630
tests/Vector.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 594.6525, Fri Oct  6 10:39:19 CEST 2017, 7695.573 2544.299 2342.653 2029.870 1812.645 1578.013 1260.135 1103.635 870.770 846.434 728.348 700.993 697.288 667.417 671.772 645.015 639.937 637.350 646.404 616.581 6535.370 2035.797 1643.345 1407.296 1426.249 1160.015 1064.968 1738.004 1575.631 1382.980 1388.622 916.216 855.327 867.648 789.386 760.427 730.316 700.235 681.496 737.664 7033.823 2631.037 1909.177 1504.168 1407.071 1243.541 1086.068 1109.610 1052.967 941.808 794.442 820.540 1021.151 799.702 706.806 748.359 692.150 676.611 654.853 660.239 , 610.414 619.838 606.955 600.677 611.969 589.981 589.766 587.196 591.297 577.400 575.880 579.762 571.237 575.719 591.723 572.310 572.320 570.579 619.017 582.384 559.181 570.338 566.631 559.410 566.858 550.216 564.260 569.887 572.439 552.241 661.255 658.767 650.592 670.367 638.670 630.241 629.039 625.675 617.711 607.831 609.853 629.447 608.654 595.928 641.770 593.423 613.575 615.098 594.403 592.933 590.521 602.425 589.053 589.146 610.462 578.172 578.190 578.789 594.750 584.260 641.248 635.302 714.702 643.191 622.218 619.251 627.964 603.778 609.034 596.293 611.407 597.999 615.550 648.584 625.732 592.630 594.095 600.261 592.208 583.084 580.500 612.389 602.397 633.122 594.555 579.887 576.771 581.598 589.574 576.014
tests/empty-class.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 79.0585, Fri Oct  6 10:39:54 CEST 2017, 2410.295 333.556 264.158 217.389 218.321 174.780 180.538 159.481 147.292 133.141 , 102.191 89.460 82.764 82.428 80.286 80.905 80.693 78.444 80.127 78.913 79.204 77.812 78.813 78.298 80.088 76.308 76.779 75.584 76.444 75.306
tests/empty-object.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 78.545, Fri Oct  6 10:40:29 CEST 2017, 2521.827 423.398 309.015 208.470 222.265 163.309 121.976 98.099 90.314 85.931 , 86.412 83.550 83.424 80.713 81.906 93.650 80.209 78.512 79.521 77.856 76.942 78.578 76.736 78.000 81.553 77.789 75.336 76.385 75.592 77.299
tests/empty-file.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 62.5685, Fri Oct  6 10:41:03 CEST 2017, 2057.807 255.300 185.789 148.473 138.886 147.546 128.451 112.400 83.577 69.013 , 66.351 64.693 62.958 64.311 62.286 63.797 61.561 67.924 62.601 66.001 63.726 62.536 62.434 61.948 61.284 60.129 61.082 63.744 61.581 60.671
tests/patmatexhaust.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 315.4505, Fri Oct  6 10:45:04 CEST 2017, 5370.923 1884.326 1572.362 1313.395 1256.953 990.967 798.747 839.224 716.133 679.036 574.997 480.665 434.841 424.878 410.318 385.298 370.014 381.908 443.906 407.879 5749.896 2112.255 1583.370 1310.498 1170.685 1190.447 1032.320 965.017 890.823 680.108 572.174 499.638 464.971 463.209 428.375 425.187 391.932 374.347 386.682 361.027 5320.864 2239.948 1536.596 1413.960 911.006 783.107 955.797 750.793 618.857 661.699 727.100 513.476 453.939 570.373 425.607 411.926 393.782 404.614 378.236 421.915 , 381.676 443.371 339.120 344.980 341.930 340.980 427.624 329.178 327.078 344.618 391.835 346.377 346.639 323.659 318.388 320.241 336.452 323.933 309.620 307.350 318.239 302.274 300.635 395.770 306.750 300.677 309.791 295.683 309.086 297.421 293.967 296.438 303.435 290.044 306.222 289.045 293.455 293.145 288.536 292.547 350.382 369.432 390.170 342.832 343.222 338.652 329.486 329.759 334.605 324.339 319.631 336.289 316.916 314.168 325.643 312.492 310.539 333.230 324.049 346.148 309.366 304.231 308.514 355.984 300.760 302.078 294.676 294.281 307.307 295.032 291.825 311.708 315.524 301.773 300.207 289.135 316.217 298.759 301.836 300.067 363.347 364.981 353.681 350.888 347.859 385.760 345.684 333.486 340.730 335.333 443.589 345.352 337.858 324.651 317.297 320.304 317.810 323.743 315.377 314.576 322.737 307.705 308.208 314.197 312.871 306.916 314.647 305.376 311.971 314.379 299.282 306.688 298.894 294.853 308.485 296.643 293.405 297.199 345.452 311.088
tests/exhaustivity-I.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 193.136, Fri Oct  6 10:48:44 CEST 2017, 3894.989 1669.631 1212.435 820.700 757.272 733.983 632.970 549.642 493.714 383.540 313.030 289.130 268.061 262.076 262.469 280.789 222.501 227.209 214.598 211.618 4234.160 1533.464 1198.662 896.089 734.401 560.425 640.752 418.644 392.033 426.289 323.703 314.918 263.745 268.183 250.859 275.185 257.658 242.142 218.903 226.870 4236.016 1517.181 875.613 640.299 578.501 702.913 603.753 470.750 521.275 429.458 311.225 415.353 314.781 257.733 348.336 262.450 251.038 214.449 207.124 219.127 , 211.186 215.168 215.515 206.286 201.348 206.662 197.550 195.203 198.116 198.524 198.372 224.445 224.941 198.357 193.191 189.606 191.941 189.568 224.857 192.324 209.359 191.660 184.466 185.150 204.006 225.943 191.631 203.350 180.610 212.948 184.004 197.714 189.368 179.343 183.239 177.862 180.071 177.315 177.520 179.428 237.503 211.760 208.957 223.866 216.604 272.465 217.285 199.807 201.692 198.858 197.840 198.889 196.176 197.729 194.534 197.374 192.780 193.287 198.782 195.210 194.707 191.909 189.962 189.673 187.820 192.004 186.261 185.566 190.177 183.897 186.777 182.453 184.795 187.981 182.159 183.430 181.658 181.688 182.861 180.560 206.004 202.908 220.510 203.119 203.395 200.600 194.689 194.480 195.658 193.081 194.387 197.989 196.790 208.440 192.916 198.397 188.035 186.994 206.653 191.617 194.509 185.236 185.617 186.003 182.051 184.553 182.173 180.224 207.829 197.271 187.222 187.397 181.597 181.394 178.624 178.546 176.930 174.410 176.042 173.920
tests/exhaustivity-S.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 315.7515, Fri Oct  6 10:52:29 CEST 2017, 4040.116 1316.108 838.610 1192.758 749.725 592.345 482.296 458.859 469.076 450.692 401.621 388.921 406.858 397.707 394.273 374.948 368.587 371.870 367.205 364.718 4146.503 1290.475 1000.839 790.965 652.921 555.639 450.793 407.320 382.567 367.161 353.493 344.710 343.958 331.303 326.134 324.613 317.273 316.585 319.372 360.202 4131.861 1265.308 1052.774 713.320 820.227 653.332 500.128 414.051 396.128 383.035 366.852 360.548 354.653 351.010 344.123 344.178 339.794 338.419 336.183 335.225 , 362.431 386.145 387.433 402.891 365.918 358.944 360.033 374.419 359.992 354.703 372.964 364.654 354.373 448.960 352.584 354.991 351.173 351.540 349.142 351.315 348.975 347.445 347.171 345.358 348.283 352.156 346.611 344.117 345.940 345.306 345.033 343.357 353.176 345.087 344.337 342.883 344.482 343.229 346.190 346.620 368.666 311.114 312.422 306.034 311.149 309.774 302.159 301.478 304.499 302.849 309.691 303.481 299.437 305.835 296.571 295.315 297.800 300.248 303.136 305.414 295.425 293.428 292.604 301.929 308.068 292.634 291.777 291.611 292.141 290.542 291.043 305.066 303.729 318.711 345.944 304.841 288.886 293.424 293.716 293.562 335.227 331.139 326.729 337.385 381.560 338.311 337.803 334.365 321.739 335.035 320.364 319.033 318.751 316.244 315.259 313.657 313.931 313.103 312.415 317.787 314.985 312.426 311.423 310.534 310.313 310.796 310.320 317.345 313.880 309.241 316.412 309.002 308.703 309.305 310.275 310.147 308.628 310.065 308.295 307.256
tests/exhaustivity-T.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 993.0755, Fri Oct  6 10:57:08 CEST 2017, 4965.544 2030.760 1544.286 1538.772 1710.757 1324.192 1276.628 1202.855 1176.098 1128.223 1110.694 1130.636 1085.034 1087.011 1068.825 1067.999 1058.800 1057.304 1049.835 1037.801 4873.193 2021.097 1493.924 1500.241 1691.449 1263.650 1279.475 1511.577 1141.617 1115.174 1105.640 1091.142 1081.674 1074.208 1064.001 1364.967 1125.395 1062.303 1038.753 1025.490 5029.411 1883.887 1893.393 1285.166 1412.299 1260.928 1189.358 1101.306 1164.262 1217.300 1116.114 1145.814 1131.957 1111.676 1000.845 1055.422 1054.321 1087.608 978.060 962.571 , 1205.864 1071.217 1069.845 1058.014 1093.415 1036.471 1043.343 1025.314 1042.682 1029.060 1017.655 1039.022 1006.620 1016.018 1061.294 1009.277 1013.344 1011.916 1015.558 1087.400 1019.623 1003.354 1009.419 1003.734 997.311 998.626 996.848 998.268 993.086 996.844 987.636 991.424 993.065 988.033 1084.085 1003.032 1024.182 992.335 991.399 992.872 1024.423 1036.436 1023.614 1241.167 1009.357 1106.981 1048.786 1025.271 1002.701 1002.678 998.519 1008.304 996.241 1051.369 1011.355 1013.967 990.616 1037.694 1009.240 1001.143 1023.584 1195.295 1293.840 1023.595 980.043 981.761 988.259 1286.605 982.929 1005.850 984.343 986.286 981.112 975.413 982.472 1053.711 974.435 970.658 988.782 984.483 951.050 941.723 939.353 966.522 936.568 941.183 927.285 924.899 980.006 958.299 957.339 917.492 913.918 921.530 975.879 1025.857 918.215 919.822 914.338 940.170 910.638 909.805 908.171 905.387 916.191 920.152 903.365 908.409 905.249 901.342 919.238 900.487 907.068 907.855 902.023 901.870 900.808 916.743 903.177 895.448
tests/exhaustivity-V.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 2365.575, Fri Oct  6 11:04:39 CEST 2017, 6383.901 3247.285 3031.715 2829.598 2912.438 2689.880 2553.214 2536.779 2505.194 2627.005 2460.177 2454.455 2469.903 2431.519 2419.939 2407.490 2421.942 2451.551 2441.625 2388.327 6494.939 3148.159 2978.188 2659.400 3162.242 2763.611 2774.236 2724.267 2644.895 2664.751 2616.035 2493.345 2499.077 2444.134 2453.992 2464.254 2509.772 2523.337 2484.563 2484.200 6549.415 3353.216 2681.583 2810.417 2689.062 2459.715 2430.556 2453.042 2357.469 2278.813 2287.984 2272.190 2250.832 2359.843 2373.641 2297.722 2292.375 2277.802 2219.810 2229.977 , 2403.560 2415.345 2399.493 2391.819 2379.972 2395.545 2370.023 2371.188 2381.563 2375.389 2373.313 2365.143 2366.906 2361.259 2365.870 2364.893 2399.536 2371.926 2378.205 2364.519 2360.718 2352.969 2375.976 2362.615 2365.240 2363.467 2353.387 2371.726 2357.244 2372.500 2351.497 2365.280 2354.852 2360.069 2361.570 2355.302 2374.455 2355.832 2352.422 2353.287 2585.190 2582.958 2498.769 2485.680 2471.598 2451.799 2544.668 2488.028 2485.097 2484.086 2477.131 2485.216 2695.422 2469.113 2474.122 2471.793 2475.020 2490.259 2479.140 2508.221 2483.001 2458.787 2479.918 2461.408 2492.600 2477.985 2474.985 2482.468 2522.811 2687.841 2527.397 2524.005 2536.638 2523.250 2527.242 2555.688 2544.675 2524.401 2527.986 2527.712 2241.142 2287.676 2196.228 2195.560 2181.012 2171.645 2189.726 2168.350 2206.715 2336.652 2164.058 2222.841 2179.757 2168.633 2205.851 2166.798 2184.815 2164.206 2161.160 2169.628 2155.224 2168.968 2179.872 2158.873 2163.931 2164.922 2161.619 2156.745 2167.628 2160.397 2160.893 2166.531 2149.512 2151.540 2159.726 2158.013 2162.108 2151.779 2166.702 2154.467
tests/implicitNums.scala, 3262, 2017-10-06T08:06:30Z, 4fb04d3, 818.947, Fri Oct  6 11:05:37 CEST 2017, 7129.788 2961.355 1990.886 1686.542 1576.987 1253.627 1162.240 938.027 919.304 855.894 , 852.979 832.206 838.266 816.443 815.394 827.988 811.434 821.451 1022.665 921.221 795.078 792.643 799.599 805.713 879.861 857.266 794.967 875.629 793.826 785.930
